category,line_item,usd_per_wdc,usd_m
pv_module,,0.336,66.5952
pv_module,cells,0.13265306122448978,26.291836734693877
pv_module,frame,0.019303170678256647,3.825888428430467
pv_module,sheets,0.037378640776699036,7.408446601941749
pv_module,other_material,0.01192254659539381,2.363048735207053
pv_module,labor,0.002054045307443366,0.4071117799352751
pv_module,electricity,0.0016864077669902912,0.3342460194174757
pv_module,depreciation,0.00531,1.052442
pv_module,maintenance,0.0018,0.35676
pv_module,shipping,0.033495145631067966,6.638737864077671
pv_module,profit,0.09039698201965908,17.916681836296426
three_phase_inverter,,0.037606837606837605,7.453675213675214
three_phase_inverter,pcb_assemblies,0.011965811965811967,2.3716239316239314
three_phase_inverter,electrical_parts,0.004273504273504273,0.847008547008547
three_phase_inverter,climate_control,0.0025641025641025645,0.5082051282051282
three_phase_inverter,enclosure,0.0034188034188034192,0.6776068376068376
three_phase_inverter,labor,0.006457264957264957,1.2798299145299146
three_phase_inverter,electricity,0.0007196581196581198,0.14263623931623934
three_phase_inverter,shipping,0.001198717948717949,0.23758589743589748
three_phase_inverter,depreciation,0.0010085470085470084,0.1998940170940171
three_phase_inverter,maintenance,0.00034188034188034193,0.06776068376068378
three_phase_inverter,profit,0.0056585470085470085,1.1215240170940173
sbos,,0.13972376642868053,27.69325050616448
sbos,torque_tubes,0.05277669902912622,10.460341747572818
sbos,driven_piers,0.02725767517900735,5.402471220479256
sbos,module_rails,0.009665778846979983,1.9157573674714325
sbos,fasteners,0.0020970873786407772,0.415642718446602
sbos,slew_drive,0.009292389265570687,1.84175155243611
sbos,dampers,0.0021806140143205885,0.43219769763834065
sbos,motor,0.013628837589503676,2.7012356102396287
sbos,control_electronics,0.003407209397375919,0.6753089025599072
sbos,shipping,0.01941747572815534,3.8485436893203886
ebos,,0.20516037064348366,40.66278546153846
ebos,transformers,0.034188034188034185,6.776068376068376
ebos,switches,0.006944444444444446,1.3763888888888889
ebos,breakers,0.016025641025641024,3.1762820512820515
ebos,conductors,0.017948717948717947,3.5574358974358975
ebos,combiner_boxes,0.010256410256410258,2.032820512820513
ebos,grounding,0.00811965811965812,1.6093162393162395
ebos,substation,0.03525641025641026,6.987820512820514
ebos,transmission,0.01795951594262896,3.55957605982906
ebos,network_upgrade,0.05641025641025642,11.180512820512822
ebos,shipping,0.0020512820512820517,0.40656410256410264
fieldwork,,0.22858737864077674,45.306018446601946
fieldwork,ebos_labor,0.0616747572815534,12.223936893203884
fieldwork,sbos_labor,0.07176699029126216,14.22421747572816
fieldwork,site_prep,0.03883495145631068,7.697087378640777
fieldwork,equipment_rental,0.048543689320388356,9.62135922330097
fieldwork,inspection,0.007766990291262137,1.5394174757281556
officework,,0.0629536293825577,12.477409343622938
officework,warehousing,0.005339805825242719,1.058349514563107
officework,logistics,0.0055825242718446615,1.106456310679612
officework,engineering,0.014815377230021654,2.9364077669902913
officework,permits,0.0010090817356205853,0.2
officework,interconnect,0.030343389652168665,6.014059829059829
officework,outreach,0.005863450667659421,1.162135922330097
other,,0.13662637485737888,27.079347496732495
other,sales_tax,0.04167247653138211,8.259484848519934
other,contingency,0.02525079956755841,5.0047084742900765
other,management,0.015100319827023364,2.992883389716031
other,developer_profit,0.05460277893141502,10.822270784206456
TOTAL_CAPEX,,1.1466583575597151,227.26768646833554
,,,
OPEX,cleaning,,0.5195533980582525
OPEX,inspection,,0.6157669902912621
OPEX,new_bos,,0.05538650101232896
OPEX,new_modules,,0.0665952
OPEX,new_inverters,,0.6708307692307692
OPEX,land_lease,,0.5772815533980583
OPEX,property_tax,,0.45453537293667107
OPEX,insurance,,0.5681692161708389
OPEX,management,,0.18
TOTAL_OPEX,,,3.708119001098181
